MSSubClass,MSZoning,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,ExterQual,ExterCond,Foundation,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageCars,GarageArea,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,HasBsmt,SalePrice
20.0,0.0,8125.0,0.0,1.0,0.0,0.0,2.0,0.0,11.0,0.0,0.0,0.0,1.0,4.0,4.0,1971.0,1971.0,0.0,0.0,3.0,3.0,1.0,0.0,1.0,614.0,0.0,244.0,6.754604099487962,0.0,2.0,0.0,0.0,858.0,0.0,0.0,6.754604099487962,0.0,0.0,1.0,0.0,3.0,1.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2006.0,0.0,0.0,1.0,
20.0,0.0,9819.0,0.0,1.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,1.0,5.0,5.0,1967.0,1967.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,450.0,0.0,432.0,6.782192056006791,0.0,2.0,0.0,0.0,900.0,0.0,0.0,6.802394763324311,0.0,0.0,1.0,0.0,3.0,1.0,1.0,5.0,0.0,0.0,1.0,280.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2010.0,0.0,0.0,1.0,
70.0,0.0,8730.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,6.0,0.0,0.0,0.0,6.0,7.0,1915.0,2003.0,0.0,0.0,2.0,5.0,1.0,0.0,2.0,0.0,0.0,698.0,6.548219102762372,0.0,0.0,0.0,2.0,698.0,698.0,0.0,7.241366283322318,0.0,0.0,1.0,0.0,3.0,1.0,1.0,7.0,0.0,0.0,1.0,384.0,0.0,0.0,0.0,0.0,0.0,259.0,0.0,0.0,7.0,2007.0,0.0,0.0,1.0,
60.0,0.0,15611.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,5.0,2006.0,2006.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1079.0,6.983789965258135,0.0,0.0,0.0,0.0,1079.0,840.0,0.0,7.5595594960077,0.0,0.0,2.0,1.0,3.0,1.0,0.0,8.0,0.0,1.0,2.0,685.0,0.0,0.0,51.0,0.0,0.0,0.0,0.0,0.0,7.0,2006.0,1.0,2.0,1.0,
190.0,0.0,5687.0,0.0,0.0,1.0,0.0,0.0,0.0,23.0,0.0,0.0,1.0,0.0,5.0,6.0,1912.0,2000.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,210.0,0.0,570.0,6.659293919683638,0.0,0.0,1.0,0.0,936.0,780.0,0.0,7.447751280047908,1.0,0.0,2.0,0.0,6.0,1.0,3.0,9.0,0.0,0.0,0.0,0.0,1.0,0.0,184.0,0.0,0.0,0.0,0.0,0.0,3.0,2008.0,0.0,0.0,1.0,
50.0,0.0,11409.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,2.0,5.0,4.0,1949.0,2008.0,0.0,0.0,2.0,5.0,1.0,0.0,1.0,292.0,0.0,476.0,6.643789733147672,0.0,1.0,0.0,0.0,1148.0,568.0,0.0,7.447751280047908,0.0,0.0,1.0,1.0,3.0,1.0,1.0,8.0,3.0,1.0,1.0,281.0,0.0,0.0,0.0,0.0,0.0,160.0,0.0,0.0,1.0,2009.0,0.0,0.0,1.0,
60.0,0.0,16659.0,0.0,1.0,0.0,0.0,2.0,0.0,6.0,7.0,0.0,0.0,0.0,7.0,7.0,1977.0,1994.0,0.0,0.0,7.0,4.0,1.0,0.0,1.0,795.0,0.0,0.0,6.678342114654332,0.0,3.0,0.0,0.0,1468.0,795.0,0.0,7.724446645633537,1.0,0.0,2.0,1.0,3.0,1.0,0.0,9.0,0.0,1.0,2.0,539.0,0.0,0.0,250.0,0.0,0.0,0.0,0.0,0.0,3.0,2006.0,0.0,0.0,1.0,
20.0,0.0,9600.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,1.0,6.0,5.0,1953.0,1953.0,1.0,0.0,3.0,3.0,1.0,0.0,1.0,1285.0,0.0,131.0,7.255591274253665,0.0,2.0,0.0,0.0,1644.0,0.0,0.0,7.404887575616125,1.0,0.0,1.0,0.0,3.0,1.0,1.0,7.0,0.0,2.0,2.0,418.0,0.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2009.0,0.0,0.0,1.0,
80.0,0.0,7937.0,0.0,1.0,0.0,0.0,3.0,0.0,4.0,0.0,0.0,0.0,5.0,6.0,6.0,1984.0,1984.0,0.0,0.0,3.0,3.0,1.0,0.0,1.0,819.0,0.0,184.0,6.910750787961936,0.0,2.0,0.0,0.0,1003.0,0.0,0.0,6.910750787961936,1.0,0.0,1.0,0.0,3.0,1.0,1.0,6.0,0.0,0.0,2.0,588.0,0.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2006.0,0.0,0.0,1.0,
50.0,1.0,13710.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,2.0,5.0,5.0,1950.0,1950.0,0.0,0.0,2.0,5.0,1.0,0.0,1.0,420.0,0.0,490.0,6.813444599510896,0.0,2.0,0.0,2.0,910.0,648.0,0.0,7.351158226430694,0.0,0.0,1.0,1.0,4.0,1.0,1.0,6.0,0.0,0.0,1.0,282.0,0.0,289.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2007.0,0.0,0.0,1.0,
60.0,3.0,7399.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,7.0,5.0,1997.0,1998.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,649.0,0.0,326.0,6.882437470997847,0.0,0.0,0.0,0.0,975.0,975.0,0.0,7.575584651557793,0.0,0.0,2.0,1.0,3.0,1.0,0.0,7.0,0.0,1.0,2.0,576.0,0.0,0.0,10.0,0.0,0.0,198.0,0.0,0.0,6.0,2007.0,0.0,0.0,1.0,
60.0,0.0,11700.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,6.0,6.0,1968.0,1968.0,3.0,0.0,3.0,12.0,0.0,0.0,1.0,384.0,175.0,143.0,6.553933404025811,0.0,1.0,0.0,0.0,1041.0,702.0,0.0,7.463363045520021,0.0,1.0,1.0,2.0,3.0,1.0,1.0,7.0,0.0,1.0,2.0,539.0,0.0,224.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2007.0,0.0,0.0,1.0,
20.0,0.0,14000.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,6.0,8.0,1950.0,2004.0,0.0,0.0,3.0,3.0,1.0,1.0,1.0,0.0,0.0,1092.0,6.9957661563048505,0.0,0.0,0.0,0.0,1152.0,0.0,0.0,7.049254841255837,0.0,1.0,1.0,0.0,3.0,1.0,0.0,6.0,0.0,1.0,1.0,300.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,8.0,2009.0,0.0,5.0,1.0,
190.0,0.0,15750.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,1.0,1.0,5.0,5.0,1953.0,1953.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,841.0,0.0,324.0,7.060476365999801,0.0,2.0,0.0,0.0,1336.0,0.0,0.0,7.197435354096591,1.0,0.0,1.0,0.0,2.0,1.0,1.0,5.0,0.0,2.0,1.0,375.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2006.0,0.0,0.0,1.0,
60.0,0.0,16226.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,5.0,1998.0,1999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,281.0,0.0,747.0,6.93537044601511,0.0,0.0,0.0,0.0,1210.0,1242.0,0.0,7.804659297056102,0.0,0.0,2.0,1.0,4.0,1.0,0.0,9.0,0.0,1.0,2.0,683.0,0.0,208.0,50.0,0.0,0.0,0.0,0.0,0.0,5.0,2007.0,0.0,0.0,1.0,
20.0,0.0,13704.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,5.0,2001.0,2002.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1541.0,7.340186835320115,0.0,0.0,0.0,0.0,1541.0,0.0,0.0,7.340186835320115,0.0,0.0,2.0,0.0,3.0,1.0,0.0,6.0,0.0,1.0,3.0,843.0,0.0,468.0,81.0,0.0,0.0,0.0,0.0,0.0,1.0,2006.0,0.0,0.0,1.0,
20.0,0.0,9800.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,7.0,1972.0,1972.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,894.0,0.0,0.0,6.795705775173514,0.0,2.0,0.0,0.0,894.0,0.0,0.0,6.795705775173514,1.0,0.0,1.0,0.0,3.0,1.0,1.0,5.0,0.0,0.0,2.0,552.0,0.0,256.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2006.0,0.0,1.0,1.0,
75.0,1.0,18386.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,7.0,7.0,9.0,1880.0,2002.0,0.0,0.0,6.0,6.0,1.0,0.0,2.0,0.0,0.0,1470.0,7.293017679772782,0.0,0.0,0.0,0.0,1675.0,1818.0,0.0,8.158516244806831,0.0,0.0,3.0,0.0,3.0,1.0,0.0,10.0,0.0,1.0,3.0,870.0,0.0,302.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2008.0,0.0,0.0,1.0,
20.0,0.0,10386.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,5.0,2004.0,2005.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,1464.0,0.0,536.0,7.600902459542082,0.0,0.0,0.0,0.0,2000.0,0.0,0.0,7.600902459542082,1.0,0.0,2.0,0.0,3.0,1.0,0.0,8.0,0.0,0.0,3.0,888.0,0.0,168.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2007.0,0.0,0.0,1.0,
60.0,0.0,13474.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0,0.0,0.0,0.0,7.0,5.0,1990.0,1991.0,0.0,0.0,3.0,4.0,0.0,0.0,1.0,700.0,0.0,0.0,6.551080335043404,0.0,1.0,0.0,0.0,1122.0,1121.0,0.0,7.715569534520208,1.0,0.0,2.0,1.0,4.0,1.0,0.0,8.0,0.0,1.0,3.0,746.0,0.0,127.0,44.0,224.0,0.0,0.0,0.0,0.0,6.0,2007.0,0.0,0.0,1.0,
50.0,1.0,7920.0,0.0,1.0,0.0,0.0,0.0,0.0,13.0,3.0,0.0,0.0,2.0,6.0,7.0,1920.0,1950.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,319.0,5.765191102784844,0.0,2.0,0.0,2.0,1035.0,371.0,0.0,7.2485040723706105,0.0,0.0,1.0,0.0,3.0,1.0,3.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,144.0,0.0,0.0,0.0,0.0,0.0,3.0,2008.0,0.0,0.0,1.0,
30.0,0.0,12342.0,0.0,1.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,1.0,4.0,5.0,1940.0,1950.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,262.0,0.0,599.0,6.7580945044277305,0.0,0.0,0.0,0.0,861.0,0.0,0.0,6.7580945044277305,0.0,0.0,1.0,0.0,1.0,1.0,1.0,4.0,0.0,0.0,2.0,539.0,0.0,158.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2009.0,0.0,0.0,1.0,
20.0,0.0,12378.0,0.0,1.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,1.0,9.0,5.0,2003.0,2004.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1274.0,0.0,622.0,7.547501682814967,0.0,0.0,0.0,0.0,1944.0,0.0,0.0,7.572502985020384,1.0,0.0,2.0,0.0,3.0,1.0,2.0,8.0,0.0,3.0,3.0,708.0,0.0,208.0,175.0,0.0,0.0,0.0,0.0,0.0,11.0,2006.0,0.0,0.0,1.0,
60.0,0.0,7685.0,0.0,1.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,6.0,5.0,1993.0,1994.0,0.0,0.0,3.0,3.0,1.0,0.0,0.0,518.0,0.0,179.0,6.546785410760524,0.0,1.0,0.0,0.0,697.0,804.0,0.0,7.313886831633462,0.0,0.0,2.0,1.0,3.0,1.0,0.0,6.0,0.0,1.0,2.0,420.0,0.0,190.0,63.0,0.0,0.0,0.0,0.0,0.0,5.0,2006.0,0.0,0.0,1.0,
20.0,0.0,8000.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,1.0,6.0,6.0,1948.0,2002.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,680.0,0.0,292.0,6.879355804460439,0.0,0.0,0.0,0.0,972.0,0.0,0.0,6.879355804460439,1.0,0.0,1.0,0.0,2.0,1.0,1.0,5.0,0.0,1.0,1.0,240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2009.0,0.0,0.0,1.0,
190.0,1.0,7800.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,0.0,1.0,2.0,5.0,7.0,1939.0,1950.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,507.0,0.0,286.0,6.675823221634848,0.0,2.0,0.0,0.0,793.0,325.0,0.0,7.0192966537150445,1.0,0.0,1.0,0.0,3.0,1.0,1.0,5.0,0.0,1.0,2.0,410.0,0.0,0.0,0.0,0.0,0.0,271.0,0.0,0.0,5.0,2006.0,0.0,0.0,1.0,
20.0,0.0,215245.0,0.0,3.0,2.0,0.0,0.0,2.0,16.0,0.0,0.0,0.0,1.0,7.0,5.0,1965.0,1965.0,1.0,0.0,4.0,7.0,1.0,0.0,1.0,1236.0,820.0,80.0,7.666690200080086,1.0,2.0,0.0,0.0,2036.0,0.0,0.0,7.618742377670413,2.0,0.0,2.0,0.0,3.0,1.0,1.0,8.0,0.0,2.0,2.0,513.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2009.0,0.0,0.0,1.0,
70.0,1.0,9600.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,7.0,7.0,1925.0,1990.0,0.0,0.0,2.0,5.0,1.0,0.0,2.0,16.0,0.0,712.0,6.590301048196686,0.0,0.0,0.0,0.0,832.0,809.0,0.0,7.403061091090091,0.0,1.0,1.0,1.0,3.0,1.0,2.0,6.0,0.0,1.0,2.0,546.0,0.0,0.0,0.0,234.0,0.0,0.0,0.0,0.0,8.0,2006.0,0.0,0.0,1.0,
60.0,0.0,7795.0,0.0,1.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,7.0,5.0,2004.0,2005.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,425.0,0.0,291.0,6.573680166960646,0.0,0.0,0.0,0.0,716.0,716.0,0.0,7.266827347520591,1.0,0.0,2.0,1.0,3.0,1.0,0.0,6.0,0.0,1.0,2.0,432.0,0.0,100.0,51.0,0.0,0.0,0.0,0.0,0.0,7.0,2009.0,0.0,0.0,1.0,
60.0,0.0,13005.0,0.0,1.0,0.0,0.0,2.0,0.0,6.0,0.0,0.0,0.0,0.0,7.0,7.0,1980.0,1980.0,0.0,0.0,6.0,6.0,0.0,0.0,1.0,692.0,0.0,153.0,6.739336627357174,0.0,2.0,0.0,0.0,1153.0,1200.0,0.0,7.763446388727362,1.0,0.0,2.0,1.0,4.0,1.0,2.0,10.0,0.0,1.0,2.0,484.0,0.0,288.0,195.0,0.0,0.0,0.0,0.0,0.0,8.0,2009.0,0.0,0.0,1.0,
60.0,3.0,9000.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,8.0,5.0,2006.0,2006.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1088.0,6.992096427415888,0.0,0.0,0.0,0.0,1088.0,871.0,0.0,7.580189417944541,0.0,0.0,2.0,1.0,3.0,1.0,0.0,8.0,0.0,1.0,3.0,1025.0,0.0,208.0,46.0,0.0,0.0,0.0,0.0,0.0,12.0,2007.0,0.0,0.0,1.0,
60.0,0.0,9900.0,0.0,0.0,2.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,7.0,5.0,1993.0,1993.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,987.0,0.0,360.0,7.205635176410364,0.0,0.0,0.0,0.0,1372.0,1274.0,0.0,7.880804344674901,1.0,0.0,2.0,1.0,4.0,1.0,0.0,9.0,0.0,1.0,3.0,656.0,0.0,340.0,60.0,144.0,0.0,0.0,0.0,0.0,4.0,2009.0,0.0,0.0,1.0,
80.0,0.0,14115.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,5.0,7.0,5.0,1980.0,1980.0,0.0,0.0,7.0,4.0,1.0,0.0,1.0,1036.0,0.0,336.0,7.22402480828583,0.0,2.0,0.0,0.0,1472.0,0.0,0.0,7.294377299288821,1.0,0.0,2.0,0.0,3.0,1.0,1.0,6.0,0.0,2.0,2.0,588.0,0.0,233.0,48.0,0.0,0.0,0.0,0.0,0.0,6.0,2009.0,0.0,0.0,1.0,
60.0,0.0,16259.0,0.0,0.0,0.0,0.0,2.0,0.0,10.0,0.0,0.0,0.0,0.0,9.0,5.0,2006.0,2006.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1249.0,7.130098510125578,0.0,0.0,0.0,0.0,1249.0,1347.0,0.0,7.86172707782398,0.0,0.0,3.0,1.0,4.0,1.0,0.0,9.0,0.0,0.0,3.0,840.0,0.0,240.0,154.0,0.0,0.0,0.0,0.0,0.0,9.0,2006.0,1.0,2.0,1.0,
60.0,0.0,12099.0,0.0,1.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,8.0,5.0,2004.0,2004.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,970.0,0.0,166.0,7.035268599281097,0.0,0.0,0.0,0.0,1136.0,1332.0,0.0,7.811163385025279,1.0,0.0,2.0,1.0,4.0,1.0,0.0,10.0,0.0,1.0,3.0,872.0,0.0,184.0,154.0,0.0,0.0,0.0,0.0,0.0,6.0,2007.0,0.0,0.0,1.0,
60.0,0.0,10380.0,0.0,1.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,7.0,5.0,1986.0,1987.0,0.0,0.0,7.0,4.0,0.0,0.0,1.0,28.0,1474.0,0.0,7.31455283232408,0.0,0.0,0.0,0.0,1553.0,1177.0,0.0,7.912056888179006,1.0,0.0,2.0,1.0,4.0,1.0,0.0,8.0,0.0,1.0,2.0,576.0,0.0,201.0,96.0,0.0,0.0,0.0,0.0,0.0,8.0,2007.0,0.0,0.0,1.0,
20.0,1.0,5820.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,1.0,3.0,8.0,1955.0,2005.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,256.0,0.0,906.0,7.057897937411856,0.0,0.0,0.0,0.0,1163.0,0.0,0.0,7.0587581525186645,1.0,0.0,1.0,0.0,3.0,1.0,1.0,6.0,0.0,0.0,1.0,220.0,0.0,142.0,98.0,0.0,0.0,0.0,0.0,0.0,7.0,2006.0,0.0,0.0,1.0,
80.0,0.0,11275.0,0.0,0.0,0.0,0.0,2.0,0.0,11.0,2.0,0.0,0.0,5.0,7.0,7.0,1967.0,2007.0,3.0,3.0,2.0,5.0,0.0,1.0,1.0,0.0,0.0,710.0,6.565264970035361,0.0,0.0,0.0,0.0,1898.0,1080.0,0.0,7.999007213243955,0.0,0.0,2.0,1.0,5.0,1.0,0.0,11.0,0.0,1.0,2.0,564.0,0.0,240.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2010.0,0.0,0.0,1.0,
45.0,1.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,4.0,0.0,0.0,3.0,5.0,6.0,1941.0,1950.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,116.0,0.0,604.0,6.579251212010101,0.0,4.0,1.0,1.0,803.0,0.0,0.0,6.688354713946762,0.0,0.0,1.0,0.0,2.0,1.0,1.0,5.0,0.0,0.0,2.0,360.0,0.0,0.0,0.0,244.0,0.0,0.0,0.0,0.0,12.0,2007.0,0.0,0.0,1.0,
120.0,0.0,10846.0,0.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,3.0,1.0,8.0,5.0,1993.0,1993.0,0.0,0.0,4.0,7.0,0.0,0.0,0.0,1619.0,0.0,100.0,7.449498005382849,0.0,0.0,0.0,0.0,1719.0,0.0,0.0,7.449498005382849,2.0,0.0,1.0,1.0,1.0,1.0,0.0,6.0,0.0,2.0,2.0,473.0,0.0,122.0,30.0,0.0,0.0,0.0,0.0,0.0,5.0,2008.0,7.0,0.0,1.0,
20.0,0.0,11600.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,1.0,6.0,5.0,1960.0,1960.0,1.0,0.0,2.0,5.0,1.0,0.0,1.0,565.0,0.0,818.0,7.232010331664759,0.0,2.0,0.0,0.0,1383.0,0.0,0.0,7.232010331664759,0.0,0.0,1.0,1.0,3.0,1.0,1.0,7.0,0.0,0.0,1.0,292.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,4.0,2006.0,0.0,0.0,1.0,
75.0,0.0,11888.0,0.0,1.0,1.0,0.0,0.0,0.0,8.0,2.0,0.0,0.0,6.0,6.0,6.0,1916.0,1994.0,0.0,0.0,2.0,2.0,1.0,0.0,2.0,0.0,0.0,844.0,6.738152494595957,0.0,1.0,1.0,2.0,1445.0,689.0,0.0,7.665753431861699,0.0,0.0,2.0,0.0,5.0,1.0,0.0,10.0,0.0,0.0,2.0,441.0,0.0,0.0,60.0,268.0,0.0,0.0,0.0,0.0,7.0,2009.0,0.0,0.0,1.0,
70.0,1.0,6402.0,0.0,0.0,0.0,0.0,2.0,0.0,13.0,0.0,0.0,0.0,0.0,5.0,5.0,1920.0,1950.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,596.0,6.39024066706535,0.0,2.0,1.0,0.0,596.0,596.0,0.0,7.083387847625295,0.0,0.0,1.0,0.0,3.0,1.0,1.0,6.0,0.0,0.0,1.0,189.0,1.0,0.0,0.0,137.0,0.0,0.0,0.0,0.0,7.0,2009.0,0.0,0.0,1.0,
90.0,0.0,10624.0,0.0,1.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,2.0,1.0,5.0,4.0,1964.0,1964.0,0.0,0.0,3.0,3.0,1.0,0.0,1.0,40.0,264.0,1424.0,7.454719949364001,0.0,2.0,0.0,0.0,1728.0,0.0,0.0,7.454719949364001,0.0,1.0,2.0,0.0,6.0,2.0,1.0,10.0,0.0,0.0,1.0,352.0,0.0,155.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,2007.0,0.0,0.0,1.0,
20.0,0.0,8176.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,1.0,5.0,6.0,1958.0,1992.0,0.0,0.0,2.0,5.0,1.0,0.0,1.0,846.0,0.0,210.0,6.962243464266207,0.0,3.0,0.0,0.0,1056.0,0.0,0.0,6.962243464266207,1.0,0.0,1.0,0.0,3.0,1.0,1.0,6.0,0.0,0.0,1.0,308.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2007.0,0.0,0.0,1.0,
20.0,0.0,10655.0,0.0,1.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,1.0,8.0,5.0,2003.0,2004.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1124.0,479.0,1603.0,8.072779333169498,0.0,0.0,0.0,0.0,1629.0,0.0,0.0,7.395721608602045,1.0,0.0,2.0,0.0,3.0,1.0,0.0,7.0,0.0,1.0,3.0,880.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2009.0,0.0,0.0,1.0,
120.0,1.0,8198.0,0.0,0.0,0.0,0.0,4.0,0.0,10.0,0.0,0.0,3.0,1.0,7.0,5.0,2004.0,2004.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,720.0,0.0,638.0,7.213768308118642,0.0,0.0,0.0,0.0,1358.0,0.0,0.0,7.213768308118642,1.0,0.0,2.0,0.0,2.0,1.0,0.0,6.0,0.0,1.0,2.0,484.0,0.0,192.0,30.0,0.0,0.0,0.0,0.0,0.0,7.0,2008.0,0.0,0.0,1.0,
60.0,0.0,9042.0,0.0,1.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,6.0,5.0,1998.0,1998.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,828.0,0.0,115.0,6.849066282633458,0.0,1.0,0.0,0.0,943.0,695.0,0.0,7.401231264413015,1.0,0.0,2.0,1.0,3.0,1.0,1.0,7.0,0.0,2.0,2.0,472.0,0.0,100.0,38.0,0.0,0.0,0.0,0.0,0.0,7.0,2008.0,0.0,0.0,1.0,
190.0,0.0,164660.0,1.0,1.0,3.0,0.0,2.0,2.0,16.0,0.0,0.0,1.0,2.0,5.0,6.0,1965.0,1965.0,0.0,0.0,7.0,4.0,1.0,0.0,1.0,1249.0,147.0,103.0,7.312553498102598,0.0,0.0,0.0,0.0,1619.0,167.0,0.0,7.487733761436444,2.0,0.0,2.0,0.0,3.0,1.0,1.0,7.0,0.0,2.0,2.0,529.0,0.0,670.0,0.0,0.0,0.0,0.0,0.0,700.0,8.0,2008.0,0.0,0.0,1.0,
20.0,0.0,14157.0,0.0,1.0,3.0,0.0,2.0,0.0,18.0,0.0,0.0,0.0,1.0,9.0,5.0,2005.0,2006.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1249.0,0.0,673.0,7.561121589530238,0.0,0.0,0.0,0.0,1922.0,0.0,0.0,7.561121589530238,1.0,0.0,2.0,0.0,3.0,1.0,0.0,8.0,0.0,1.0,3.0,676.0,0.0,178.0,51.0,0.0,0.0,0.0,0.0,0.0,7.0,2007.0,0.0,0.0,1.0,
20.0,0.0,9135.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,5.0,2002.0,2003.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,810.0,0.0,726.0,7.336936913707618,0.0,0.0,0.0,0.0,1536.0,0.0,0.0,7.336936913707618,1.0,0.0,2.0,0.0,3.0,1.0,0.0,7.0,0.0,0.0,2.0,532.0,0.0,192.0,74.0,0.0,0.0,0.0,0.0,0.0,12.0,2008.0,0.0,0.0,1.0,
